date,temperature,latitude,longitude,Location,violation
9/11/14,56.548,41.823097,-87.68502,,4
9/11/14,56.548,41.802364,-87.723579,,3
9/11/14,56.548,41.953026,-87.786682,,4
9/11/14,56.548,41.953144,-87.776924,,4
9/11/14,56.548,41.938084,-87.8069,,5
9/11/14,56.548,41.953026,-87.786682,,6
9/11/14,56.548,41.938618,-87.766647,,2
9/11/14,56.548,41.938683,-87.766563,,4
9/11/14,56.548,41.938107,-87.806808,,3
9/11/14,56.548,41.953293,-87.767067,,5
9/11/14,56.548,41.953274,-87.767151,,1
9/11/14,56.548,41.945812,-87.776649,,7
9/11/14,56.548,41.945984,-87.766876,,1
9/11/14,56.548,41.945339,-87.807152,,7
9/11/14,56.548,41.945919,-87.766907,,3
9/11/14,56.548,41.945374,-87.807068,,3
9/11/14,56.548,41.953163,-87.77684,,2
9/11/14,56.548,41.945881,-87.776627,,1
9/11/14,56.548,41.838535,-87.617043,,7
9/11/14,56.548,41.968987,-87.669518,,3
9/11/14,56.548,41.976505,-87.655029,,1
9/11/14,56.548,41.976494,-87.655136,,2
9/11/14,56.548,41.976433,-87.659935,,2
9/11/14,56.548,41.976414,-87.660011,,2
9/11/14,56.548,41.931831,-87.727127,,5
9/11/14,56.548,41.946163,-87.747215,,1
9/11/14,56.548,41.960617,-87.754639,,2
9/11/14,56.548,41.960522,-87.754372,,3
9/11/14,56.548,41.953758,-87.727699,,6
9/11/14,56.548,41.946163,-87.747215,,13
9/11/14,56.548,41.953735,-87.727768,,3
9/11/14,56.548,41.939205,-87.72731,,2
9/11/14,56.548,41.961025,-87.727974,,1
9/11/14,56.548,41.91103,-87.648338,,3
9/11/14,56.548,41.925194,-87.668297,,10
9/11/14,56.548,41.925598,-87.640648,,1
9/11/14,56.548,41.932446,-87.668541,,4
9/11/14,56.548,41.925564,-87.648827,,2
9/11/14,56.548,41.910942,-87.648422,,1
9/11/14,56.548,41.925194,-87.668297,,12
9/11/14,56.548,41.925598,-87.640648,,2
9/11/14,56.548,41.744152,-87.585945,,12
9/11/14,56.548,41.744316,-87.58532,,4
9/11/14,56.548,41.751339,-87.585632,,1
9/11/14,56.548,41.72245,-87.585007,,7
9/11/14,56.548,41.72245,-87.585007,,15
9/11/14,56.548,41.975639,-87.728333,,6
9/11/14,56.548,41.968262,-87.728172,,3
9/11/14,56.548,41.968349,-87.728088,,1
9/11/14,56.548,41.975395,-87.751747,,3
9/11/14,56.548,41.96804,-87.74028,,1
9/11/14,56.548,41.968227,-87.739601,,4
9/11/14,56.548,41.97562,-87.728386,,4
9/11/14,56.548,41.968048,-87.747879,,13
9/11/14,56.548,41.968048,-87.747879,,7
9/11/14,56.548,41.807529,-87.743294,,2
9/11/14,56.548,41.798557,-87.743073,,11
9/11/14,56.548,41.792454,-87.781876,,8
9/11/14,56.548,41.798759,-87.743019,,10
9/11/14,56.548,41.792454,-87.781876,,4
9/11/14,56.548,42.011662,-87.812782,,1
9/11/14,56.548,41.997021,-87.806946,,1
9/11/14,56.548,41.997463,-87.787613,,4
9/11/14,56.548,42.011662,-87.812782,,3
9/11/14,56.548,41.997383,-87.788078,,1
9/11/14,56.548,41.990551,-87.699463,,5
9/11/14,56.548,41.99765,-87.699791,,2
9/11/14,56.548,41.990608,-87.689735,,5
9/11/14,56.548,41.99445,-87.714211,,3
9/11/14,56.548,41.997818,-87.690033,,1
9/11/14,56.548,41.997669,-87.699707,,2
9/11/14,56.548,41.990585,-87.689819,,1
9/11/14,56.548,41.993843,-87.714241,,2
9/12/14,53.47837838,41.880482,-87.755127,,4
9/12/14,53.47837838,41.873245,-87.745117,,3
9/12/14,53.47837838,41.881878,-87.745491,,7
9/12/14,53.47837838,41.880482,-87.755127,,10
9/12/14,53.47837838,41.880356,-87.764946,,3
9/12/14,53.47837838,41.998219,-87.660698,,7
9/12/14,53.47837838,41.985649,-87.655334,,6
9/12/14,53.47837838,41.985649,-87.655334,,16
9/12/14,53.47837838,41.9893,-87.670105,,2
9/12/14,53.47837838,41.9893,-87.670105,,7
9/12/14,53.47837838,41.779373,-87.664368,,7
9/12/14,53.47837838,41.764858,-87.66394,,6
9/12/14,53.47837838,41.765018,-87.663857,,8
9/12/14,53.47837838,41.779572,-87.664291,,3
9/12/14,53.47837838,41.779228,-87.674049,,3
9/12/14,53.47837838,41.771885,-87.683586,,4
9/12/14,53.47837838,41.76461,-87.683388,,9
9/12/14,53.47837838,41.779331,-87.683678,,1
9/12/14,53.47837838,41.793591,-87.664719,,2
9/12/14,53.47837838,41.772087,-87.68351,,6
9/12/14,53.47837838,41.916237,-87.667839,,7
9/12/14,53.47837838,41.916149,-87.667946,,12
9/12/14,53.47837838,41.903744,-87.64817,,10
9/12/14,53.47837838,41.903698,-87.648247,,19
9/12/14,53.47837838,41.946838,-87.688324,,4
9/12/14,53.47837838,41.946819,-87.688408,,14
9/12/14,53.47837838,41.946548,-87.708954,,1
9/12/14,53.47837838,41.961403,-87.688835,,29
9/12/14,53.47837838,41.954029,-87.708076,,2
9/12/14,53.47837838,41.932396,-87.678169,,3
9/12/14,53.47837838,41.932331,-87.678284,,8
9/12/14,53.47837838,41.939442,-87.707718,,2
9/12/14,53.47837838,41.954029,-87.708076,,1
9/12/14,53.47837838,41.953686,-87.719299,,1
9/12/14,53.47837838,41.946735,-87.708611,,7
9/12/14,53.47837838,41.93935,-87.707848,,5
9/12/14,53.47837838,41.780006,-87.625519,,6
9/12/14,53.47837838,41.844425,-87.705185,,6
9/12/14,53.47837838,41.837132,-87.704964,,2
9/12/14,53.47837838,41.837341,-87.704948,,4
9/12/14,53.47837838,41.847778,-87.734505,,3
9/12/14,53.47837838,41.848068,-87.73455,,3
9/12/14,53.47837838,41.844425,-87.705185,,1
9/12/14,53.47837838,41.851654,-87.724884,,3
9/12/14,53.47837838,41.764294,-87.702957,,3
9/12/14,53.47837838,41.778946,-87.703285,,2
9/12/14,53.47837838,41.764496,-87.702873,,1
9/12/14,53.47837838,41.778637,-87.722908,,4
9/12/14,53.47837838,41.779083,-87.703262,,4
9/12/14,53.47837838,41.778767,-87.722824,,1
9/12/14,53.47837838,41.990162,-87.72879,,1
9/12/14,53.47837838,41.990009,-87.748375,,1
9/12/14,53.47837838,41.989975,-87.748474,,1
9/12/14,53.47837838,41.990246,-87.728714,,8
9/12/14,53.47837838,41.750053,-87.682991,,2
9/12/14,53.47837838,41.74968,-87.721977,,5
9/12/14,53.47837838,41.74934,-87.722054,,2
9/12/14,53.47837838,41.889225,-87.632675,,8
9/12/14,53.47837838,41.889297,-87.632599,,5
9/12/14,53.47837838,41.891045,-87.620369,,17
9/12/14,53.47837838,41.891045,-87.620369,,4
9/12/14,53.47837838,41.881817,-87.647217,,6
9/12/14,53.47837838,41.881718,-87.647209,,7
9/12/14,53.47837838,41.81673,-87.743538,,6
9/12/14,53.47837838,41.81673,-87.743538,,29
9/12/14,53.47837838,41.968723,-87.688972,,5
9/12/14,53.47837838,41.975933,-87.689301,,5
9/12/14,53.47837838,41.976002,-87.689278,,10
9/12/14,53.47837838,41.968639,-87.689056,,3
9/12/14,53.47837838,41.903378,-87.667641,,9
9/12/14,53.47837838,41.895786,-87.686989,,1
9/12/14,53.47837838,41.895851,-87.686966,,4
9/12/14,53.47837838,41.895706,-87.702217,,1
9/12/14,53.47837838,41.903297,-87.677383,,5
9/12/14,53.47837838,41.903297,-87.677383,,5
9/12/14,53.47837838,41.903454,-87.667557,,5
9/12/14,53.47837838,41.895641,-87.702354,,9
9/12/14,53.47837838,41.88401,-87.701439,,7
9/12/14,53.47837838,41.881565,-87.666931,,13
9/12/14,53.47837838,41.876064,-87.686417,,41
9/12/14,53.47837838,41.88401,-87.701439,,1
9/12/14,53.47837838,41.881271,-87.686539,,1
9/12/14,53.47837838,41.758076,-87.624672,,5
9/12/14,53.47837838,41.750851,-87.624466,,14
9/12/14,53.47837838,41.7658,-87.605728,,1
9/12/14,53.47837838,41.751717,-87.57592,,3
9/12/14,53.47837838,41.756897,-87.586235,,1
9/12/14,53.47837838,41.773251,-87.585228,,17
9/12/14,53.47837838,41.773293,-87.586441,,12
9/12/14,53.47837838,41.756897,-87.586235,,11
9/12/14,53.47837838,41.896744,-87.631325,,6
9/12/14,53.47837838,41.896744,-87.631325,,9
9/12/14,53.47837838,41.92371,-87.795303,,7
9/12/14,53.47837838,41.92371,-87.795303,,7
9/12/14,53.47837838,42.012371,-87.690392,,4
9/12/14,53.47837838,42.005077,-87.690216,,3
9/12/14,53.47837838,42.012371,-87.690392,,3
9/12/14,53.47837838,41.736378,-87.625618,,21
9/12/14,53.47837838,41.750919,-87.624687,,1
9/12/14,53.47837838,41.743263,-87.643974,,3
9/12/14,53.47837838,41.758091,-87.624901,,1
9/12/14,53.47837838,41.750549,-87.644188,,8
9/12/14,53.47837838,41.735699,-87.663208,,3
9/12/14,53.47837838,41.736164,-87.625587,,4
9/12/14,53.47837838,41.750221,-87.682816,,1
9/12/14,53.47837838,41.750751,-87.644104,,2
9/12/14,53.47837838,41.736008,-87.64534,,13
9/12/14,53.47837838,41.735897,-87.663132,,6
9/12/14,53.47837838,41.736156,-87.645424,,9
9/12/14,53.47837838,41.779949,-87.62529,,5
9/12/14,53.47837838,41.79158,-87.585564,,14
9/12/14,53.47837838,41.79158,-87.585564,,6
9/12/14,53.47837838,41.954433,-87.662445,,2
9/12/14,53.47837838,41.954487,-87.662292,,7
9/12/14,53.47837838,41.95438,-87.669197,,4
9/12/14,53.47837838,41.909973,-87.726479,,1
9/12/14,53.47837838,41.909863,-87.736382,,6
9/12/14,53.47837838,41.931366,-87.766396,,5
9/12/14,53.47837838,41.931385,-87.766312,,1
9/12/14,53.47837838,41.924282,-87.746452,,5
9/12/14,53.47837838,41.931248,-87.776031,,1
9/12/14,53.47837838,41.924217,-87.75621,,6
9/12/14,53.47837838,41.924091,-87.766052,,5
9/12/14,53.47837838,41.909733,-87.746246,,6
9/12/14,53.47837838,41.923786,-87.785568,,4
9/12/14,53.47837838,41.917274,-87.726624,,1
9/12/14,53.47837838,41.909733,-87.746246,,1
9/12/14,53.47837838,41.923786,-87.785568,,4
9/12/14,53.47837838,41.910183,-87.736252,,4
9/12/14,53.47837838,41.924347,-87.746429,,3
9/12/14,53.47837838,41.909996,-87.726395,,4
9/12/14,53.47837838,41.90979,-87.736404,,1
9/12/14,53.47837838,41.931641,-87.746719,,3
9/12/14,53.47837838,41.924595,-87.726822,,3
9/12/14,53.47837838,41.931576,-87.746742,,3
9/12/14,53.47837838,41.932087,-87.712387,,3
9/12/14,53.47837838,41.917446,-87.707115,,8
9/12/14,53.47837838,41.932205,-87.697678,,2
9/12/14,53.47837838,41.924934,-87.68779,,7
9/12/14,53.47837838,41.932217,-87.688034,,5
9/12/14,53.47837838,41.917511,-87.707054,,4
9/12/14,53.47837838,41.917603,-87.687561,,1
9/12/14,53.47837838,41.932205,-87.697678,,38
9/12/14,53.47837838,41.917603,-87.687561,,3
9/12/14,53.47837838,41.925137,-87.677963,,14
9/12/14,53.47837838,41.925037,-87.678047,,1
9/12/14,53.47837838,41.910408,-87.68737,,7
9/12/14,53.47837838,41.932121,-87.697762,,4
9/12/14,53.47837838,41.895111,-87.745934,,1
9/12/14,53.47837838,41.902714,-87.726448,,3
9/12/14,53.47837838,41.895477,-87.726143,,3
9/12/14,53.47837838,41.89505,-87.745956,,8
9/12/14,53.47837838,41.902714,-87.726448,,3
9/12/14,53.47837838,41.692265,-87.642525,,9
9/12/14,53.47837838,41.692467,-87.642441,,6
9/12/14,53.47837838,41.721161,-87.662827,,6
9/12/14,53.47837838,41.692162,-87.663475,,6
9/12/14,53.47837838,41.692162,-87.663475,,2
9/12/14,53.47837838,41.685188,-87.642281,,3
9/12/14,53.47837838,41.975761,-87.787933,,3
9/12/14,53.47837838,41.975685,-87.788017,,2
9/12/14,53.47837838,41.940243,-87.639641,,69
9/12/14,53.47837838,41.94091,-87.639366,,3
9/12/14,53.47837838,41.885284,-87.721069,,1
9/12/14,53.47837838,41.880898,-87.720879,,5
9/12/14,53.47837838,41.885284,-87.721069,,5
9/12/14,53.47837838,41.714325,-87.643066,,9
9/12/14,53.47837838,41.714119,-87.643143,,5
9/12/14,53.47837838,41.677925,-87.641991,,1
9/12/14,53.47837838,41.707027,-87.642899,,2
9/12/14,53.47837838,41.721367,-87.643356,,2
9/12/14,53.47837838,41.721367,-87.643356,,1
9/12/14,53.47837838,41.677719,-87.642052,,1
9/12/14,53.47837838,41.714325,-87.643066,,1
9/12/14,53.47837838,41.72197,-87.603348,,2
9/12/14,53.47837838,41.848457,-87.67627,,3
9/12/14,53.47837838,41.851982,-87.685783,,9
9/12/14,53.47837838,41.837734,-87.665894,,8
9/12/14,53.47837838,41.837624,-87.665886,,5
9/12/14,53.47837838,41.837276,-87.695175,,3
9/12/14,53.47837838,41.84808,-87.67588,,4
9/12/14,53.47837838,41.867363,-87.63929,,8
9/12/14,53.47837838,41.867264,-87.646973,,9
9/12/14,53.47837838,41.867264,-87.646973,,8
9/12/14,53.47837838,41.80838,-87.68457,,14
9/12/14,53.47837838,41.79467,-87.630547,,4
9/12/14,53.47837838,41.80851,-87.665115,,2
9/12/14,53.47837838,41.80851,-87.665115,,1
9/12/14,53.47837838,41.830189,-87.685181,,10
9/12/14,53.47837838,41.80838,-87.68457,,3
9/12/14,53.47837838,41.79398,-87.684143,,6
9/12/14,53.47837838,41.801079,-87.683815,,1
9/12/14,53.47837838,41.830189,-87.685181,,8
9/12/14,53.47837838,41.794132,-87.664642,,2
9/12/14,53.47837838,41.793156,-87.723305,,1
9/12/14,53.47837838,41.793369,-87.684174,,18
9/12/14,53.47837838,41.802364,-87.723579,,1
9/12/14,53.47837838,41.793621,-87.703621,,2
9/12/14,53.47837838,41.807728,-87.743233,,9
9/12/14,53.47837838,41.793312,-87.723221,,1
9/12/14,53.47837838,41.802364,-87.723579,,2
9/12/14,53.47837838,41.823097,-87.68502,,3
9/12/14,53.47837838,41.808228,-87.704033,,1
9/12/14,53.47837838,41.953293,-87.767067,,9
9/12/14,53.47837838,41.945919,-87.766907,,1
9/12/14,53.47837838,41.953144,-87.776924,,2
9/12/14,53.47837838,41.938107,-87.806808,,6
9/12/14,53.47837838,41.938618,-87.766647,,1
9/12/14,53.47837838,41.945812,-87.776649,,2
9/12/14,53.47837838,41.953274,-87.767151,,1
9/12/14,53.47837838,41.953026,-87.786682,,8
9/12/14,53.47837838,41.938084,-87.8069,,7
9/12/14,53.47837838,41.953026,-87.786682,,1
9/12/14,53.47837838,41.945339,-87.807152,,9
9/12/14,53.47837838,41.938683,-87.766563,,2
9/12/14,53.47837838,41.945984,-87.766876,,2
9/12/14,53.47837838,41.945374,-87.807068,,4
9/12/14,53.47837838,41.945881,-87.776627,,2
9/12/14,53.47837838,41.838535,-87.617043,,2
9/12/14,53.47837838,41.976494,-87.655136,,1
9/12/14,53.47837838,41.968987,-87.669518,,6
9/12/14,53.47837838,41.976414,-87.660011,,4
9/12/14,53.47837838,41.976433,-87.659935,,3
9/12/14,53.47837838,41.953758,-87.727699,,3
9/12/14,53.47837838,41.960522,-87.754372,,9
9/12/14,53.47837838,41.946163,-87.747215,,9
9/12/14,53.47837838,41.931831,-87.727127,,7
9/12/14,53.47837838,41.946163,-87.747215,,3
9/12/14,53.47837838,41.960617,-87.754639,,2
9/12/14,53.47837838,41.961025,-87.727974,,1
9/12/14,53.47837838,41.925598,-87.640648,,5
9/12/14,53.47837838,41.925564,-87.648827,,4
9/12/14,53.47837838,41.932446,-87.668541,,12
9/12/14,53.47837838,41.925194,-87.668297,,10
9/12/14,53.47837838,41.925598,-87.640648,,2
9/12/14,53.47837838,41.925194,-87.668297,,3
9/12/14,53.47837838,41.72258,-87.575294,,2
9/12/14,53.47837838,41.744152,-87.585945,,21
9/12/14,53.47837838,41.744316,-87.58532,,4
9/12/14,53.47837838,41.722378,-87.5755,,5
9/12/14,53.47837838,41.72245,-87.585007,,14
9/12/14,53.47837838,41.72245,-87.585007,,9
9/12/14,53.47837838,41.975395,-87.751747,,8
9/12/14,53.47837838,41.975639,-87.728333,,7
9/12/14,53.47837838,41.97562,-87.728386,,1
9/12/14,53.47837838,41.96804,-87.74028,,1
9/12/14,53.47837838,41.968227,-87.739601,,3
9/12/14,53.47837838,41.968048,-87.747879,,12
9/12/14,53.47837838,41.968048,-87.747879,,12
9/12/14,53.47837838,41.798557,-87.743073,,17
9/12/14,53.47837838,41.807529,-87.743294,,3
9/12/14,53.47837838,41.792454,-87.781876,,7
9/12/14,53.47837838,41.798759,-87.743019,,7
9/12/14,53.47837838,41.792454,-87.781876,,7
9/12/14,53.47837838,41.997463,-87.787613,,18
9/12/14,53.47837838,42.011662,-87.812782,,2
9/12/14,53.47837838,41.997383,-87.788078,,2
9/12/14,53.47837838,41.990528,-87.699554,,1
9/12/14,53.47837838,41.997818,-87.690033,,2
9/12/14,53.47837838,41.997818,-87.690033,,3
9/12/14,53.47837838,41.990551,-87.699463,,11
9/12/14,53.47837838,41.99445,-87.714211,,3
9/12/14,53.47837838,41.990608,-87.689735,,8
9/12/14,53.47837838,41.99765,-87.699791,,1
9/12/14,53.47837838,41.993843,-87.714241,,3
9/12/14,53.47837838,41.990585,-87.689819,,7
9/13/14,48.69142857,41.880482,-87.755127,,2
9/13/14,48.69142857,41.880482,-87.755127,,4
9/13/14,48.69142857,41.88784,-87.765182,,1
9/13/14,48.69142857,41.887806,-87.765266,,2
9/13/14,48.69142857,41.873096,-87.74514,,7
9/13/14,48.69142857,41.881878,-87.745491,,6
9/13/14,48.69142857,41.873245,-87.745117,,4
9/13/14,48.69142857,41.880356,-87.764946,,4
9/13/14,48.69142857,41.998219,-87.660698,,13
9/13/14,48.69142857,41.985649,-87.655334,,34
9/13/14,48.69142857,41.985649,-87.655334,,7
9/13/14,48.69142857,41.9893,-87.670105,,11
9/13/14,48.69142857,41.9893,-87.670105,,2
9/13/14,48.69142857,41.765018,-87.663857,,4
9/13/14,48.69142857,41.779572,-87.664291,,5
9/13/14,48.69142857,41.793591,-87.664719,,2
9/13/14,48.69142857,41.779373,-87.664368,,5
9/13/14,48.69142857,41.764858,-87.66394,,4
9/13/14,48.69142857,41.771885,-87.683586,,2
9/13/14,48.69142857,41.779331,-87.683678,,7
9/13/14,48.69142857,41.76461,-87.683388,,13
9/13/14,48.69142857,41.779125,-87.683784,,2
9/13/14,48.69142857,41.772087,-87.68351,,1
9/13/14,48.69142857,41.916237,-87.667839,,7
