date,temperature,longitude,latitude,Location,violation
7/1/14,72.29574468,-87.702354,41.895641,,11
7/1/14,72.29574468,-87.667557,41.903454,,2
7/1/14,72.29574468,-87.686417,41.876064,,21
7/1/14,72.29574468,-87.686287,41.881119,,1
7/1/14,72.29574468,-87.701439,41.88401,,4
7/1/14,72.29574468,-87.666931,41.881565,,2
7/1/14,72.29574468,-87.686539,41.881271,,2
7/1/14,72.29574468,-87.604446,41.722153,,9
7/1/14,72.29574468,-87.605728,41.7658,,1
7/1/14,72.29574468,-87.624672,41.758076,,10
7/1/14,72.29574468,-87.624466,41.750851,,20
7/1/14,72.29574468,-87.585976,41.751461,,1
7/1/14,72.29574468,-87.586235,41.756897,,7
7/1/14,72.29574468,-87.57592,41.751717,,1
7/1/14,72.29574468,-87.586441,41.773293,,11
7/1/14,72.29574468,-87.586235,41.756897,,8
7/1/14,72.29574468,-87.585228,41.773251,,21
7/1/14,72.29574468,-87.631325,41.896744,,12
7/1/14,72.29574468,-87.631325,41.896744,,2
7/1/14,72.29574468,-87.795303,41.92371,,9
7/1/14,72.29574468,-87.795303,41.92371,,5
7/1/14,72.29574468,-87.690216,42.005077,,7
7/1/14,72.29574468,-87.690216,42.005077,,4
7/1/14,72.29574468,-87.690392,42.012371,,2
7/1/14,72.29574468,-87.690392,42.012371,,4
7/1/14,72.29574468,-87.644188,41.750549,,6
7/1/14,72.29574468,-87.64534,41.736008,,20
7/1/14,72.29574468,-87.625587,41.736164,,6
7/1/14,72.29574468,-87.644104,41.750751,,1
7/1/14,72.29574468,-87.643974,41.743263,,13
7/1/14,72.29574468,-87.624901,41.758091,,7
7/1/14,72.29574468,-87.625618,41.736378,,11
7/1/14,72.29574468,-87.663208,41.735699,,3
7/1/14,72.29574468,-87.624687,41.750919,,2
7/1/14,72.29574468,-87.645424,41.736156,,18
7/1/14,72.29574468,-87.585564,41.79158,,4
7/1/14,72.29574468,-87.62529,41.779949,,7
7/1/14,72.29574468,-87.585564,41.79158,,32
7/1/14,72.29574468,-87.662292,41.954487,,3
7/1/14,72.29574468,-87.662445,41.954433,,4
7/1/14,72.29574468,-87.776031,41.931248,,3
7/1/14,72.29574468,-87.746246,41.909733,,6
7/1/14,72.29574468,-87.726624,41.917274,,3
7/1/14,72.29574468,-87.746452,41.924282,,3
7/1/14,72.29574468,-87.776031,41.931248,,1
7/1/14,72.29574468,-87.746262,41.916973,,1
7/1/14,72.29574468,-87.766312,41.931385,,3
7/1/14,72.29574468,-87.746429,41.924347,,5
7/1/14,72.29574468,-87.726624,41.917274,,11
7/1/14,72.29574468,-87.736252,41.910183,,5
7/1/14,72.29574468,-87.75621,41.924217,,5
7/1/14,72.29574468,-87.785568,41.923786,,1
7/1/14,72.29574468,-87.766144,41.924068,,1
7/1/14,72.29574468,-87.746178,41.917042,,2
7/1/14,72.29574468,-87.766052,41.924091,,6
7/1/14,72.29574468,-87.746246,41.909733,,8
7/1/14,72.29574468,-87.785568,41.923786,,7
7/1/14,72.29574468,-87.726921,41.924572,,4
7/1/14,72.29574468,-87.726822,41.924595,,7
7/1/14,72.29574468,-87.746742,41.931576,,7
7/1/14,72.29574468,-87.707115,41.917446,,5
7/1/14,72.29574468,-87.68779,41.924934,,6
7/1/14,72.29574468,-87.687561,41.917603,,1
7/1/14,72.29574468,-87.68737,41.910408,,11
7/1/14,72.29574468,-87.68779,41.924934,,2
7/1/14,72.29574468,-87.707054,41.917511,,4
7/1/14,72.29574468,-87.687561,41.917603,,3
7/1/14,72.29574468,-87.688034,41.932217,,2
7/1/14,72.29574468,-87.677963,41.925137,,10
7/1/14,72.29574468,-87.687286,41.910431,,1
7/1/14,72.29574468,-87.697678,41.932205,,1
7/1/14,72.29574468,-87.711952,41.910164,,7
7/1/14,72.29574468,-87.712387,41.932087,,1
7/1/14,72.29574468,-87.697762,41.932121,,4
7/1/14,72.29574468,-87.726448,41.902714,,3
7/1/14,72.29574468,-87.745934,41.895111,,3
7/1/14,72.29574468,-87.765541,41.894897,,3
7/1/14,72.29574468,-87.726143,41.895477,,3
7/1/14,72.29574468,-87.726448,41.902714,,4
7/1/14,72.29574468,-87.745956,41.89505,,4
7/1/14,72.29574468,-87.662727,41.721325,,8
7/1/14,72.29574468,-87.662827,41.721161,,14
7/1/14,72.29574468,-87.663475,41.692162,,6
7/1/14,72.29574468,-87.663475,41.692162,,9
7/1/14,72.29574468,-87.642281,41.685188,,1
7/1/14,72.29574468,-87.787933,41.975761,,2
7/1/14,72.29574468,-87.788017,41.975685,,3
7/1/14,72.29574468,-87.639641,41.940243,,11
7/1/14,72.29574468,-87.721069,41.885284,,8
7/1/14,72.29574468,-87.720879,41.880898,,5
7/1/14,72.29574468,-87.735107,41.86594,,2
7/1/14,72.29574468,-87.725304,41.866081,,1
7/1/14,72.29574468,-87.721069,41.885284,,1
7/1/14,72.29574468,-87.725235,41.86628,,11
7/1/14,72.29574468,-87.643066,41.714325,,16
7/1/14,72.29574468,-87.643143,41.714119,,13
7/1/14,72.29574468,-87.643356,41.721367,,2
7/1/14,72.29574468,-87.642899,41.707027,,5
7/1/14,72.29574468,-87.643356,41.721367,,1
7/1/14,72.29574468,-87.642052,41.677719,,3
7/1/14,72.29574468,-87.641991,41.677925,,2
7/1/14,72.29574468,-87.665886,41.837624,,7
7/1/14,72.29574468,-87.665894,41.837734,,1
7/1/14,72.29574468,-87.685783,41.851982,,2
7/1/14,72.29574468,-87.685753,41.852142,,2
7/1/14,72.29574468,-87.695175,41.837276,,3
7/1/14,72.29574468,-87.63929,41.867363,,2
7/1/14,72.29574468,-87.646973,41.867264,,1
7/1/14,72.29574468,-87.646973,41.867264,,5
7/1/14,72.29574468,-87.68457,41.80838,,3
7/1/14,72.29574468,-87.683815,41.801079,,1
7/1/14,72.29574468,-87.665115,41.80851,,1
7/1/14,72.29574468,-87.685181,41.830189,,6
7/1/14,72.29574468,-87.665115,41.80851,,1
7/1/14,72.29574468,-87.630547,41.79467,,6
7/1/14,72.29574468,-87.684143,41.79398,,4
7/1/14,72.29574468,-87.685181,41.830189,,11
7/1/14,72.29574468,-87.68428,41.801258,,3
7/1/14,72.29574468,-87.68457,41.80838,,5
7/1/14,72.29574468,-87.664642,41.794132,,3
7/1/14,72.29574468,-87.723579,41.802364,,2
7/1/14,72.29574468,-87.703697,41.793419,,2
7/1/14,72.29574468,-87.723305,41.793156,,1
7/1/14,72.29574468,-87.684174,41.793369,,15
7/1/14,72.29574468,-87.723221,41.793312,,3
7/1/14,72.29574468,-87.723579,41.802364,,3
7/1/14,72.29574468,-87.703621,41.793621,,1
7/1/14,72.29574468,-87.68502,41.823097,,7
7/1/14,72.29574468,-87.743233,41.807728,,14
7/1/14,72.29574468,-87.704033,41.808228,,1
7/1/14,72.29574468,-87.684387,41.822964,,2
7/1/14,72.29574468,-87.704117,41.808048,,2
7/1/14,72.29574468,-87.776924,41.953144,,1
7/1/14,72.29574468,-87.766907,41.945919,,2
7/1/14,72.29574468,-87.766876,41.945984,,1
7/1/14,72.29574468,-87.807152,41.945339,,8
7/1/14,72.29574468,-87.776649,41.945812,,3
7/1/14,72.29574468,-87.786682,41.953026,,7
7/1/14,72.29574468,-87.766563,41.938683,,1
7/1/14,72.29574468,-87.766647,41.938618,,2
7/1/14,72.29574468,-87.786682,41.953026,,2
7/1/14,72.29574468,-87.776627,41.945881,,2
7/1/14,72.29574468,-87.807068,41.945374,,2
7/1/14,72.29574468,-87.77684,41.953163,,3
7/1/14,72.29574468,-87.617043,41.838535,,4
7/1/14,72.29574468,-87.655029,41.976505,,4
7/1/14,72.29574468,-87.669518,41.968987,,6
7/1/14,72.29574468,-87.660011,41.976414,,6
7/1/14,72.29574468,-87.669594,41.969025,,3
7/1/14,72.29574468,-87.655136,41.976494,,1
7/1/14,72.29574468,-87.727127,41.931831,,1
7/1/14,72.29574468,-87.754639,41.960617,,1
7/1/14,72.29574468,-87.727768,41.953735,,3
7/1/14,72.29574468,-87.747215,41.946163,,1
7/1/14,72.29574468,-87.72789,41.961056,,3
7/1/14,72.29574468,-87.727699,41.953758,,3
7/1/14,72.29574468,-87.754372,41.960522,,3
7/1/14,72.29574468,-87.727974,41.961025,,1
7/1/14,72.29574468,-87.72731,41.939205,,2
7/1/14,72.29574468,-87.640648,41.925598,,1
7/1/14,72.29574468,-87.668297,41.925194,,10
7/1/14,72.29574468,-87.648911,41.925541,,2
7/1/14,72.29574468,-87.668297,41.925194,,15
7/1/14,72.29574468,-87.648827,41.925564,,4
7/1/14,72.29574468,-87.668541,41.932446,,15
7/1/14,72.29574468,-87.5755,41.722378,,1
7/1/14,72.29574468,-87.58532,41.744316,,5
7/1/14,72.29574468,-87.585945,41.744152,,13
7/1/14,72.29574468,-87.585007,41.72245,,16
7/1/14,72.29574468,-87.585007,41.72245,,8
7/1/14,72.29574468,-87.728386,41.97562,,6
7/1/14,72.29574468,-87.751991,41.975258,,1
7/1/14,72.29574468,-87.728333,41.975639,,1
7/1/14,72.29574468,-87.728088,41.968349,,2
7/1/14,72.29574468,-87.747879,41.968048,,3
7/1/14,72.29574468,-87.747879,41.968048,,8
7/1/14,72.29574468,-87.743294,41.807529,,2
7/1/14,72.29574468,-87.743073,41.798557,,29
7/1/14,72.29574468,-87.781876,41.792454,,4
7/1/14,72.29574468,-87.781876,41.792454,,5
7/1/14,72.29574468,-87.743019,41.798759,,8
7/1/14,72.29574468,-87.788078,41.997383,,1
7/1/14,72.29574468,-87.787613,41.997463,,5
7/1/14,72.29574468,-87.812782,42.011662,,2
7/1/14,72.29574468,-87.689735,41.990608,,11
7/1/14,72.29574468,-87.699791,41.99765,,1
7/1/14,72.29574468,-87.699463,41.990551,,5
7/1/14,72.29574468,-87.690033,41.997818,,2
7/1/14,72.29574468,-87.699707,41.997669,,5
7/1/14,72.29574468,-87.714211,41.99445,,33
7/1/14,72.29574468,-87.690033,41.997818,,2
7/1/14,72.29574468,-87.689819,41.990585,,4
7/1/14,72.29574468,-87.714241,41.993843,,2
7/2/14,68.2,-87.765266,41.887806,,7
7/2/14,68.2,-87.765182,41.88784,,2
7/2/14,68.2,-87.755127,41.880482,,15
7/2/14,68.2,-87.745491,41.881878,,7
7/2/14,68.2,-87.755127,41.880482,,14
7/2/14,68.2,-87.764946,41.880356,,10
7/2/14,68.2,-87.660698,41.998219,,18
7/2/14,68.2,-87.660614,41.998299,,4
7/2/14,68.2,-87.655334,41.985649,,10
7/2/14,68.2,-87.655334,41.985649,,35
7/2/14,68.2,-87.670105,41.9893,,1
7/2/14,68.2,-87.670105,41.9893,,1
7/2/14,68.2,-87.683586,41.771885,,3
7/2/14,68.2,-87.664368,41.779373,,4
7/2/14,68.2,-87.674049,41.779228,,5
7/2/14,68.2,-87.664719,41.793591,,1
7/2/14,68.2,-87.683678,41.779331,,2
7/2/14,68.2,-87.674049,41.779228,,7
7/2/14,68.2,-87.683784,41.779125,,2
7/2/14,68.2,-87.68351,41.772087,,4
7/2/14,68.2,-87.667946,41.916149,,6
7/2/14,68.2,-87.64817,41.903744,,6
7/2/14,68.2,-87.648247,41.903698,,35
7/2/14,68.2,-87.708954,41.946548,,2
7/2/14,68.2,-87.707848,41.93935,,12
7/2/14,68.2,-87.708611,41.946735,,10
7/2/14,68.2,-87.708076,41.954029,,1
7/2/14,68.2,-87.707718,41.939442,,4
7/2/14,68.2,-87.708076,41.954029,,6
7/2/14,68.2,-87.688835,41.961403,,4
7/2/14,68.2,-87.688408,41.946819,,10
7/2/14,68.2,-87.688744,41.961422,,1
7/2/14,68.2,-87.68795,41.932285,,1
7/2/14,68.2,-87.688324,41.946838,,7
7/2/14,68.2,-87.678284,41.932331,,8
7/2/14,68.2,-87.625519,41.780006,,3
7/2/14,68.2,-87.644928,41.779659,,1
7/2/14,68.2,-87.644928,41.779659,,8
7/2/14,68.2,-87.704948,41.837341,,2
7/2/14,68.2,-87.705185,41.844425,,1
7/2/14,68.2,-87.734505,41.847778,,8
7/2/14,68.2,-87.705185,41.844425,,4
7/2/14,68.2,-87.73455,41.848068,,3
7/2/14,68.2,-87.724907,41.851521,,1
7/2/14,68.2,-87.722908,41.778637,,11
7/2/14,68.2,-87.703285,41.778946,,1
7/2/14,68.2,-87.702957,41.764294,,5
7/2/14,68.2,-87.703262,41.779083,,8
7/2/14,68.2,-87.702873,41.764496,,2
7/2/14,68.2,-87.722824,41.778767,,3
7/2/14,68.2,-87.72879,41.990162,,3
7/2/14,68.2,-87.728714,41.990246,,1
7/2/14,68.2,-87.748375,41.990009,,1
7/2/14,68.2,-87.702446,41.74995,,3
7/2/14,68.2,-87.682991,41.750053,,2
7/2/14,68.2,-87.722054,41.74934,,7
7/2/14,68.2,-87.721977,41.74968,,1
7/2/14,68.2,-87.632599,41.889297,,1
7/2/14,68.2,-87.632675,41.889225,,9
7/2/14,68.2,-87.620369,41.891045,,16
7/2/14,68.2,-87.620369,41.891045,,17
7/2/14,68.2,-87.647209,41.881718,,8
7/2/14,68.2,-87.647217,41.881817,,5
7/2/14,68.2,-87.743538,41.81673,,2
7/2/14,68.2,-87.743538,41.81673,,23
7/2/14,68.2,-87.689278,41.976002,,5
7/2/14,68.2,-87.689301,41.975933,,1
7/2/14,68.2,-87.689056,41.968639,,3
7/2/14,68.2,-87.677383,41.903297,,14
7/2/14,68.2,-87.686966,41.895851,,2
7/2/14,68.2,-87.667641,41.903378,,14
7/2/14,68.2,-87.677383,41.903297,,8
7/2/14,68.2,-87.702354,41.895641,,5
7/2/14,68.2,-87.667557,41.903454,,1
7/2/14,68.2,-87.666931,41.881565,,6
7/2/14,68.2,-87.686287,41.881119,,1
7/2/14,68.2,-87.686417,41.876064,,48
7/2/14,68.2,-87.701439,41.88401,,5
7/2/14,68.2,-87.686539,41.881271,,4
7/2/14,68.2,-87.624466,41.750851,,17
7/2/14,68.2,-87.604446,41.722153,,8
7/2/14,68.2,-87.605728,41.7658,,2
7/2/14,68.2,-87.624672,41.758076,,14
7/2/14,68.2,-87.585976,41.751461,,1
7/2/14,68.2,-87.605728,41.7658,,1
7/2/14,68.2,-87.585594,41.75161,,2
7/2/14,68.2,-87.585228,41.773251,,12
7/2/14,68.2,-87.586235,41.756897,,6
7/2/14,68.2,-87.586235,41.756897,,6
7/2/14,68.2,-87.586441,41.773293,,5
7/2/14,68.2,-87.631325,41.896744,,8
7/2/14,68.2,-87.631325,41.896744,,2
7/2/14,68.2,-87.795303,41.92371,,6
7/2/14,68.2,-87.795303,41.92371,,6
7/2/14,68.2,-87.690392,42.012371,,3
7/2/14,68.2,-87.690216,42.005077,,1
7/2/14,68.2,-87.690392,42.012371,,4
7/2/14,68.2,-87.690216,42.005077,,5
7/2/14,68.2,-87.624901,41.758091,,20
7/2/14,68.2,-87.643974,41.743263,,10
7/2/14,68.2,-87.624687,41.750919,,2
7/2/14,68.2,-87.64534,41.736008,,10
7/2/14,68.2,-87.625587,41.736164,,4
7/2/14,68.2,-87.625618,41.736378,,19
7/2/14,68.2,-87.644188,41.750549,,3
7/2/14,68.2,-87.644104,41.750751,,6
7/2/14,68.2,-87.682816,41.750221,,1
7/2/14,68.2,-87.663208,41.735699,,4
7/2/14,68.2,-87.645424,41.736156,,11
7/2/14,68.2,-87.585564,41.79158,,33
7/2/14,68.2,-87.585564,41.79158,,6
7/2/14,68.2,-87.62529,41.779949,,8
7/2/14,68.2,-87.662292,41.954487,,5
7/2/14,68.2,-87.766396,41.931366,,2
7/2/14,68.2,-87.736252,41.910183,,2
7/2/14,68.2,-87.766312,41.931385,,1
7/2/14,68.2,-87.776031,41.931248,,4
7/2/14,68.2,-87.766052,41.924091,,3
7/2/14,68.2,-87.785568,41.923786,,4
7/2/14,68.2,-87.746719,41.931641,,1
7/2/14,68.2,-87.726624,41.917274,,5
7/2/14,68.2,-87.726624,41.917274,,2
7/2/14,68.2,-87.75621,41.924217,,4
7/2/14,68.2,-87.785568,41.923786,,7
7/2/14,68.2,-87.746246,41.909733,,6
7/2/14,68.2,-87.746452,41.924282,,4
7/2/14,68.2,-87.776031,41.931248,,4
7/2/14,68.2,-87.746246,41.909733,,4
7/2/14,68.2,-87.766144,41.924068,,2
7/2/14,68.2,-87.726921,41.924572,,2
7/2/14,68.2,-87.746742,41.931576,,5
7/2/14,68.2,-87.726822,41.924595,,5
7/2/14,68.2,-87.697678,41.932205,,30
7/2/14,68.2,-87.711952,41.910164,,4
7/2/14,68.2,-87.712387,41.932087,,1
7/2/14,68.2,-87.677963,41.925137,,6
7/2/14,68.2,-87.68737,41.910408,,9
7/2/14,68.2,-87.687286,41.910431,,1
7/2/14,68.2,-87.68779,41.924934,,1
7/2/14,68.2,-87.697678,41.932205,,3
7/2/14,68.2,-87.688034,41.932217,,9
7/2/14,68.2,-87.707115,41.917446,,9
7/2/14,68.2,-87.68779,41.924934,,8
7/2/14,68.2,-87.707054,41.917511,,3
7/2/14,68.2,-87.697762,41.932121,,3
7/2/14,68.2,-87.765541,41.894897,,1
7/2/14,68.2,-87.726143,41.895477,,2
7/2/14,68.2,-87.726448,41.902714,,5
7/2/14,68.2,-87.745934,41.895111,,6
7/2/14,68.2,-87.745956,41.89505,,7
7/2/14,68.2,-87.726448,41.902714,,5
7/2/14,68.2,-87.726227,41.895458,,1
7/2/14,68.2,-87.663475,41.692162,,10
7/2/14,68.2,-87.662727,41.721325,,7
7/2/14,68.2,-87.642281,41.685188,,5
7/2/14,68.2,-87.663475,41.692162,,7
7/2/14,68.2,-87.662827,41.721161,,3
7/2/14,68.2,-87.787933,41.975761,,3
7/2/14,68.2,-87.788017,41.975685,,10
7/2/14,68.2,-87.639641,41.940243,,17
7/2/14,68.2,-87.720879,41.880898,,6
7/2/14,68.2,-87.721069,41.885284,,4
7/2/14,68.2,-87.721069,41.885284,,3
7/2/14,68.2,-87.725235,41.86628,,13
7/2/14,68.2,-87.725304,41.866081,,1
7/2/14,68.2,-87.735092,41.866142,,2
7/2/14,68.2,-87.735107,41.86594,,1
7/2/14,68.2,-87.643143,41.714119,,5
7/2/14,68.2,-87.642052,41.677719,,5
7/2/14,68.2,-87.643356,41.721367,,2
7/2/14,68.2,-87.642899,41.707027,,3
7/2/14,68.2,-87.641991,41.677925,,1
7/2/14,68.2,-87.643066,41.714325,,6
7/2/14,68.2,-87.643356,41.721367,,1
7/2/14,68.2,-87.665886,41.837624,,8
7/2/14,68.2,-87.685753,41.852142,,1
7/2/14,68.2,-87.685783,41.851982,,10
7/2/14,68.2,-87.665894,41.837734,,3
7/2/14,68.2,-87.695175,41.837276,,1
7/2/14,68.2,-87.646973,41.867264,,2
7/2/14,68.2,-87.646973,41.867264,,6
7/2/14,68.2,-87.63929,41.867363,,7
7/2/14,68.2,-87.665115,41.80851,,2
7/2/14,68.2,-87.630547,41.79467,,6
7/2/14,68.2,-87.683815,41.801079,,1
7/2/14,68.2,-87.685181,41.830189,,2
7/2/14,68.2,-87.665115,41.80851,,3
7/2/14,68.2,-87.684143,41.79398,,4
7/2/14,68.2,-87.68428,41.801258,,2
7/2/14,68.2,-87.68457,41.80838,,8
7/2/14,68.2,-87.664642,41.794132,,6
7/2/14,68.2,-87.703697,41.793419,,2
7/2/14,68.2,-87.723579,41.802364,,2
7/2/14,68.2,-87.684387,41.822964,,10
7/2/14,68.2,-87.704033,41.808228,,1
7/2/14,68.2,-87.684174,41.793369,,13
7/2/14,68.2,-87.743233,41.807728,,9
7/2/14,68.2,-87.723579,41.802364,,4
7/2/14,68.2,-87.68502,41.823097,,7
7/2/14,68.2,-87.723221,41.793312,,6
7/2/14,68.2,-87.723305,41.793156,,8
7/2/14,68.2,-87.704117,41.808048,,1
7/2/14,68.2,-87.766647,41.938618,,1
7/2/14,68.2,-87.766563,41.938683,,3
7/2/14,68.2,-87.766907,41.945919,,2
7/2/14,68.2,-87.776649,41.945812,,4
7/2/14,68.2,-87.767151,41.953274,,1
7/2/14,68.2,-87.766876,41.945984,,1
7/2/14,68.2,-87.786682,41.953026,,2
7/2/14,68.2,-87.77684,41.953163,,1
7/2/14,68.2,-87.776627,41.945881,,5
7/2/14,68.2,-87.807068,41.945374,,4
7/2/14,68.2,-87.617043,41.838535,,3
7/2/14,68.2,-87.669594,41.969025,,4
7/2/14,68.2,-87.669518,41.968987,,6
7/2/14,68.2,-87.660011,41.976414,,6
7/2/14,68.2,-87.655136,41.976494,,3
7/2/14,68.2,-87.655029,41.976505,,1
7/2/14,68.2,-87.727768,41.953735,,3
7/2/14,68.2,-87.747215,41.946163,,3
7/2/14,68.2,-87.727127,41.931831,,7
7/2/14,68.2,-87.72789,41.961056,,1
7/2/14,68.2,-87.747215,41.946163,,7
7/2/14,68.2,-87.754372,41.960522,,7
7/2/14,68.2,-87.668541,41.932446,,15
7/2/14,68.2,-87.648827,41.925564,,4
7/2/14,68.2,-87.668297,41.925194,,6
7/2/14,68.2,-87.640648,41.925598,,3
7/2/14,68.2,-87.648911,41.925541,,2
7/2/14,68.2,-87.668297,41.925194,,17
7/2/14,68.2,-87.58532,41.744316,,2
7/2/14,68.2,-87.5755,41.722378,,1
7/2/14,68.2,-87.585945,41.744152,,19
7/2/14,68.2,-87.575294,41.72258,,1
7/2/14,68.2,-87.585007,41.72245,,9
7/2/14,68.2,-87.585007,41.72245,,9
7/2/14,68.2,-87.751747,41.975395,,2
7/2/14,68.2,-87.728333,41.975639,,6
7/2/14,68.2,-87.728386,41.97562,,3
7/2/14,68.2,-87.728088,41.968349,,2
7/2/14,68.2,-87.751991,41.975258,,2
7/2/14,68.2,-87.739601,41.968227,,1
7/2/14,68.2,-87.747879,41.968048,,4
7/2/14,68.2,-87.747879,41.968048,,13
7/2/14,68.2,-87.743073,41.798557,,26
7/2/14,68.2,-87.743294,41.807529,,1
7/2/14,68.2,-87.781876,41.792454,,8
7/2/14,68.2,-87.781876,41.792454,,2
7/2/14,68.2,-87.743019,41.798759,,9
7/2/14,68.2,-87.812782,42.011662,,1
7/2/14,68.2,-87.812782,42.011662,,2
7/2/14,68.2,-87.787613,41.997463,,7
7/2/14,68.2,-87.788078,41.997383,,2
7/2/14,68.2,-87.690033,41.997818,,3
7/2/14,68.2,-87.689735,41.990608,,2
7/2/14,68.2,-87.699554,41.990528,,1
7/2/14,68.2,-87.714211,41.99445,,36
7/2/14,68.2,-87.690033,41.997818,,2
7/2/14,68.2,-87.699707,41.997669,,2
7/2/14,68.2,-87.689819,41.990585,,4
7/2/14,68.2,-87.714241,41.993843,,2
7/3/14,63.49666667,-87.765182,41.88784,,2
7/3/14,63.49666667,-87.74514,41.873096,,4
7/3/14,63.49666667,-87.755127,41.880482,,9
7/3/14,63.49666667,-87.745491,41.881878,,5
7/3/14,63.49666667,-87.755127,41.880482,,7
7/3/14,63.49666667,-87.745491,41.881878,,9
7/3/14,63.49666667,-87.765266,41.887806,,3
7/3/14,63.49666667,-87.745117,41.873245,,5
7/3/14,63.49666667,-87.764946,41.880356,,6
7/3/14,63.49666667,-87.660614,41.998299,,5
7/3/14,63.49666667,-87.660698,41.998219,,25
7/3/14,63.49666667,-87.655334,41.985649,,25
7/3/14,63.49666667,-87.655334,41.985649,,8
7/3/14,63.49666667,-87.670105,41.9893,,6
7/3/14,63.49666667,-87.683678,41.779331,,1
7/3/14,63.49666667,-87.683586,41.771885,,6
7/3/14,63.49666667,-87.674049,41.779228,,4
7/3/14,63.49666667,-87.664719,41.793591,,6
7/3/14,63.49666667,-87.683311,41.764809,,2
7/3/14,63.49666667,-87.664368,41.779373,,6
7/3/14,63.49666667,-87.674049,41.779228,,2
7/3/14,63.49666667,-87.68351,41.772087,,4
7/3/14,63.49666667,-87.683784,41.779125,,3
7/3/14,63.49666667,-87.667946,41.916149,,21
7/3/14,63.49666667,-87.64817,41.903744,,18
7/3/14,63.49666667,-87.648247,41.903698,,27
7/3/14,63.49666667,-87.688835,41.961403,,6
7/3/14,63.49666667,-87.708954,41.946548,,3
7/3/14,63.49666667,-87.708076,41.954029,,6
